query,frequency,category_breakdown
"I'm looking for three items: First, an emulsion-type car polish or wax in a cream color and creamy gel form, available with LazMall services. Second, a black canvas tote bag for women. Third, a butane stove from the brand northhike. Can you help me find these products?

My budget is only `414`, but I have a voucher with the following rules:
1. The voucher applies to all products.
2. It is valid only when the total price of the products exceeds `64`.
3. It provides a fixed discount of `26`.",1,Voucher:1
"Show me a remedy for eye issues that comes with free shipping; a black 3-in-1 stainless steel cutlery set from prando phio2o with LazMall perks; a green soft TPU silicone phone case for infinix smart 6; and a men's necklace with a gold lightning pendant, silver color, also with LazMall benefits.

My budget is only `1152`, but I have a voucher with the following rules:
1. The voucher applies to all products.
2. It is valid only when the total price of the products exceeds `584`.
3. It provides a fixed discount of `60`.",1,Voucher:1
"Show me basketball tank tops made from dri-fit material by 227pmk, priced above 73 PHP.",1,Product:1
Show me juice containers that cost more than 13 pesos.,1,Product:1
Show me data cables with a type c connector that cost more than 62 PHP.,1,Product:1
Show me fridge magnets with a component type of magnet and costing over 23 PHP.,1,Product:1
"I'm looking for a shop that offers both a black l waist cincher or control belt made from polyester, priced above 65 PHP, and an outdoor animal control mouse trap cage that costs more than 107 PHP. Can you help me find such a store?",1,Shop:1
"Looking for a shop offering aromatherapy oil with a lavender scent, priced from 39 to 997 PHP, and also selling sport sandals in black, size 35, with a herringbone pattern, costing over 450 pesos.",1,Shop:1
"Find shops offering multiple items where: First, a kitchen storage rack is available with cash on delivery and costs between 1623 and 4519 PHP. Second, a stainless steel food container in international style is listed for more than 117 PHP. Third, a microwave oven shelf with water resistant storage is priced from 203 to 852 PHP.",1,Shop:1
"I'm looking for a shop that sells these three items: First, a pair of black gold low-top running shoes in size EU 36, with free shipping and a price above 395 PHP. Second, black gold retro running shoes in size EU 43, made with mesh material, from the Onitsuka Tiger brand, priced over 418 PHP. Third, white gold retro sports shoes in size EU 37, also from Onitsuka Tiger, that come with both LazMall and LazFlash services, and cost more than 468 PHP. Please show me shops offering all these sneakers together.",1,Shop:1
"Looking for a blue midi dress in 4XL with a graphic print and v-neck from Zanzea. Also searching for dog food, 300g lamb and chicken flavor, with LazMall authenticity and fast delivery.

My budget is only `762`, but I have a voucher with the following rules:
1. The voucher applies to all products.
2. It is valid only when the total price of the products exceeds `549`.
3. It provides a fixed discount of `162`.",1,Voucher:1
"I'm looking for a pvc material kitchen wallpaper with LazFlash deals, a white screen protector for huawei nova 3 that supports universal plug, 500-1000 power, and cash on delivery, a silver cabinet hinge, and a tnw lapel microphone with type c connector.

My budget is only `429`, but I have a voucher with the following rules:
1. The voucher applies to all products.
2. It is valid only when the total price of the products exceeds `137`.
3. It provides a percentage discount of `26%` with a cap of `126`.",1,Voucher:1
"Looking for kinesiology tape in blue camo, size 2.5cm by 5m; a water bottle lid in mint color for wide mouth bottles; and a double-wall insulated tumbler bottle with a free silicone boot.

My budget is only `973`, but I have a voucher with the following rules:
1. The voucher only applies to the products from the same shop.
2. It is valid only when the total price of the products exceeds `1245`.
3. It provides a percentage discount of `43%` with a cap of `905`.",1,Voucher:1
"I'm looking for baby clothing items. For the first one, it should be made of knitted cotton, have a free size height, feature a printed design, and support cash on delivery. The second should fit ages 1-3 years, come in assorted colors, be suitable for 0-12 month old girls, have a free size, no specific model, and be available with LazFlash deals. The third should be made entirely in the Philippines, fit 0-9 month old baby girls. The fourth should be cotton, fit 6-12 months, have character graphics, be for casual use, and have no particular model.

My budget is only `344`, but I have a voucher with the following rules:
1. The voucher only applies to the products from the same shop.
2. It is valid only when the total price of the products exceeds `128`.
3. It provides a percentage discount of `33%` with a cap of `59`.",1,Voucher:1
"I'm looking for a Danycase keyboard cover that's compatible with the 2024 iPad Pro 13 M4 and works with Apple devices. Also, I need an ignition key set for a Honda Wave 110i motorcycle. Lastly, I'm interested in an organic, halal cranberry juice that comes with a LazFlash deal.

My budget is only `930`, but I have a voucher with the following rules:
1. The voucher applies to all products.
2. It is valid only when the total price of the products exceeds `438`.
3. It provides a fixed discount of `168`.",1,Voucher:1
I'm looking for a heavy-duty stainless steel gate roller wheel with V or U type bearings in the gate hardware category.,1,Product:1
"Looking for yellow floral swimwear for girls aged 8-9, from PatPat, with LazFlash deals.",1,Product:1
"Looking for beige block heel sandals in size 35 with a plain design and 1 inch heel, priced between 44 and 369 pesos.",1,Product:1
"Show me regular nylon rash guards with a plain design, available on LazMall, priced from 70 to 255 pesos.",1,Product:1
Show me shops offering a black beard brush for men over 117 pesos and a green peacock hair clip for women above 9 pesos.,1,Shop:1
"I'm looking for a shop that sells both of these: First, a tool for diesel injector nozzle disassembly and oil pump calibration, priced between 1960 and 6388 PHP. Second, a dual power automatic transfer switch for generators, specifically in the 125a color family, with LazMall service included and costing more than 3314 PHP. Please make sure both items are in their relevant categories.",1,Shop:1
"Looking for oil-based crayons, preferably the junior artist set with 50 shades.

My budget is only `425`, but I have a voucher with the following rules:
1. The voucher applies to all products.
2. It is valid only when the total price of the products exceeds `170`.
3. It provides a fixed discount of `34`.",1,Voucher:1
"Find cream-type deodorants, denture adhesive creams, and toothpaste for sensitive teeth, all from trusted sellers with LazMall services. Focus on Old Spice and SENSODYNE brands.

My budget is only `1481`, but I have a voucher with the following rules:
1. The voucher only applies to the products from the same shop.
2. It is valid only when the total price of the products exceeds `509`.
3. It provides a percentage discount of `42%` with a cap of `372`.",1,Voucher:1
"Find concrete floor paint with a gloss finish and a vibrant color tone. Also, look for a 100ml cornfield herbicide spray. Show me polypropylene (pp) dining basins from nevis in an international style that support cash on delivery. Lastly, search for black aluminium/abs kitchen sharpeners by nevis.

My budget is only `947`, but I have a voucher with the following rules:
1. The voucher only applies to the products from the same shop.
2. It is valid only when the total price of the products exceeds `840`.
3. It provides a percentage discount of `45%` with a cap of `790`.",1,Voucher:1
